Probe ID	Ensembl gene Id	Symbol	Description	Raw pValue	Adj pValue	logFC	Ratio
1428433_at				2.65630075721051e-05	0.00579333544415995	-2.59299468218455	0.165741330963524
1435725_x_at	ENSMUSG00000082419, ENSMUSG00000072621, ENSMUSG00000081703, ENSMUSG00000063442, ENSMUSG00000069682, ENSMUSG00000038900, ENSMUSG00000080054, ENSMUSG00000090058	RP23-392I13.8, Slfn10, RP23-211M16.2, RP23-170G19.3, AC158592.1, Rpl12, AC123854.1, AC123854.1	[], [schlafen 10, pseudogene Pseudogene [Source:MGI Symbol;Acc:MGI:3512288]], [], [], [60S ribosomal protein L12  [Source:UniProtKB/Swiss-Prot;Acc:P35979]], [ribosomal protein L12 Gene [Source:MGI (curated);Acc:MGI:98002]], [MCG49189Putative uncharacterized protein Gm4957 ; [Source:UniProtKB/TrEMBL;Acc:D3YX33]], []	1.52650340092747e-05	0.00422607276905439	-0.182266974660765	0.881317052686519
1428914_at				1.02689845046964e-05	0.00367572595354217	-1.83363969631379	0.280555928399043
1428083_at				6.17953137530959e-05	0.00853962023854593	-1.86121897666043	0.275243619036478
1454714_x_at	ENSMUSG00000053398, ENSMUSG00000082280	Phgdh, AC118721.1	[3-phosphoglycerate dehydrogenase Gene [Source:MGI (curated);Acc:MGI:1355330]], []	6.3812122343193e-07	0.000972018047925934	-2.63603295478913	0.160869981195059
1433567_at	ENSMUSG00000027823	Gmps	[guanine monophosphate synthetase Gene [Source:MGI (curated);Acc:MGI:2448526]]	8.16035525907745e-05	0.00997398868671143	0.209128683140145	1.15598981203496
1438975_x_at	ENSMUSG00000034265	Zdhhc14	[zinc finger, DHHC domain containing 14 Gene [Source:MGI Symbol;Acc:MGI:2653229]]	2.42760826357076e-05	0.00564368867501572	-1.9396638846676	0.260677165023093
1435885_s_at	ENSMUSG00000022957	Itsn1	[intersectin 1 (SH3 domain protein 1A) Gene [Source:MGI (curated);Acc:MGI:1338069]]	1.42052902588201e-05	0.00418740389518329	-1.97509172306937	0.254353751313864
1416268_at	ENSMUSG00000022895	Ets2	[E26 avian leukemia oncogene 2, 3' domain Gene [Source:MGI (curated);Acc:MGI:95456]]	1.05857391645077e-05	0.00371832808359931	-1.48354465864287	0.357609096855255
1426457_at	ENSMUSG00000021870	Slmap	[sarcolemma associated protein Gene [Source:MGI (curated);Acc:MGI:1933549]]	7.23772050592533e-07	0.00103084753451251	-1.06558507016431	0.477778861190541
1434409_at	ENSMUSG00000050394, ENSMUSG00000081972	Armcx6, RP23-316A19.2	[armadillo repeat containing, X-linked 6 Gene [Source:MGI (curated);Acc:MGI:2147993]], []	2.06955039710578e-05	0.00507276045977543	-4.47401426771854	0.044997408693711
1417103_at	ENSMUSG00000001666	Ddt	[D-dopachrome tautomerase Gene [Source:MGI Symbol;Acc:MGI:1298381]]	2.32374202834795e-05	0.00554513699579475	0.486909004682138	1.40143905312023
1436570_at	ENSMUSG00000027508	Pag1	[phosphoprotein associated with glycosphingolipid microdomains 1 Gene [Source:MGI (curated);Acc:MGI:2443160]]	3.85565044834636e-05	0.00678091869617658	-2.09329454318333	0.234344924953632
1416610_a_at	ENSMUSG00000004319	Clcn3	[chloride channel 3 Gene [Source:MGI (curated);Acc:MGI:103555]]	1.17553324323845e-05	0.00383319303817184	-0.575850579311437	0.670890593336631
1454831_at	ENSMUSG00000034998	Foxn2	[forkhead box N2 Gene [Source:MGI (curated);Acc:MGI:1347478]]	5.37011897717195e-05	0.00776274794837923	-1.23893223611598	0.423686117688879
1449111_a_at	ENSMUSG00000059923, ENSMUSG00000081121	Grb2, RP23-27H11.2	[growth factor receptor bound protein 2 Gene [Source:MGI (curated);Acc:MGI:95805]], []	3.83012503779229e-05	0.00678091869617658	0.351869089001164	1.27621295925815
1429549_at	ENSMUSG00000045672	Col27a1	[collagen, type XXVII, alpha 1 Gene [Source:MGI (curated);Acc:MGI:2672118]]	2.46686135643349e-06	0.00189327077788187	-2.79098429441282	0.144487411241705
1455291_s_at	ENSMUSG00000058446	Znrf2	[zinc and ring finger 2 Gene [Source:MGI (curated);Acc:MGI:1196246]]	6.39978199768557e-05	0.00874029414821569	-0.942444702583268	0.520350379058993
1418054_at	ENSMUSG00000048015	Neurod4	[neurogenic differentiation 4 Gene [Source:MGI Symbol;Acc:MGI:108055]]	8.47293714202105e-07	0.00112393511188909	-3.79470549832493	0.0720576045090959
1423838_s_at	ENSMUSG00000031729	2400003C14Rik	[RIKEN cDNA 2400003C14 gene Gene [Source:MGI Symbol;Acc:MGI:1919205]]	7.54147216845777e-05	0.00939579934446447	-0.495904190711299	0.709117108699522
1421901_at	ENSMUSG00000029613	Eif2ak1	[eukaryotic translation initiation factor 2 alpha kinase 1 Gene [Source:MGI (curated);Acc:MGI:1353448]]	2.93223170087866e-08	0.000196629840033542	-1.14923867375913	0.450863094014623
1434241_at	ENSMUSG00000022364	Wdr67	[WD repeat domain 67 Gene [Source:MGI (curated);Acc:MGI:2684931]]	3.21111141284776e-05	0.0063519445539845	-1.17841459453528	0.441836774427951
1449221_a_at	ENSMUSG00000027422	Rrbp1	[ribosome binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1932395]]	4.71110868429142e-05	0.00748153918205026	-0.896323324889293	0.537254167970715
1435477_s_at	ENSMUSG00000026656	Fcgr2b	[Fc receptor, IgG, low affinity IIb Gene [Source:MGI (curated);Acc:MGI:95499]]	7.34422993600827e-05	0.00918922488439781	0.567828732655295	1.48229103143512
1423466_at	ENSMUSG00000037944	Ccr7	[chemokine (C-C motif) receptor 7 Gene [Source:MGI (curated);Acc:MGI:103011]]	9.29760099451685e-06	0.00352379077692189	1.97216405701377	3.92356216103403
1450726_at	ENSMUSG00000024887	Asah2	[N-acylsphingosine amidohydrolase 2 Gene [Source:MGI Symbol;Acc:MGI:1859310]]	7.51474857874405e-06	0.00319738373254656	-2.07245580181486	0.237754441614134
1439497_at	ENSMUSG00000020564	Atxn7l1	[ataxin 7-like 1 Gene [Source:MGI (curated);Acc:MGI:3584458]]	7.66417434670448e-06	0.00323048530103476	-2.69716813606039	0.15419542477601
1453622_s_at	ENSMUSG00000089758, ENSMUSG00000028496	AL929524.1, Mllt3	[protein AF-9 isoform 2  [Source:RefSeq peptide;Acc:NP_084207]], [myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 Gene [Source:MGI (curated);Acc:MGI:1917372]]	4.03521655416801e-05	0.00689451477118088	-2.64388711968749	0.159996569799678
1433725_at	ENSMUSG00000000532	Acvr1b	[activin A receptor, type 1B Gene [Source:MGI Symbol;Acc:MGI:1338944]]	1.4159460957144e-05	0.00418740389518329	-1.12321572388166	0.459069432100264
1438230_at	ENSMUSG00000066048	AC124717.3	[Putative uncharacterized protein Fragment  [Source:UniProtKB/TrEMBL;Acc:Q3V2C5]]	1.01553336294621e-05	0.00366412561617895	-1.66849423764044	0.31458150576237
1455137_at				3.83177656517103e-05	0.00678091869617658	-1.95931962443013	0.257149699975993
1455613_at	ENSMUSG00000045071	E130308A19Rik	[RIKEN cDNA E130308A19 gene Gene [Source:MGI Symbol;Acc:MGI:2442164]]	7.78452955962915e-06	0.00325083395989661	-2.52849721565407	0.173319127513846
1438619_x_at	ENSMUSG00000034265	Zdhhc14	[zinc finger, DHHC domain containing 14 Gene [Source:MGI Symbol;Acc:MGI:2653229]]	2.90223785629241e-05	0.00595579894753708	-1.99029831378283	0.251686839497029
1435666_at				1.91154180984576e-05	0.00488146318826881	-2.13357251024613	0.227892837838438
1416622_at	ENSMUSG00000061979	Wbscr16	[Williams-Beuren syndrome chromosome region 16 homolog (human) Gene [Source:MGI (curated);Acc:MGI:2137600]]	7.27971506448084e-05	0.00914547156331895	0.43807349671544	1.35479399440827
1421129_a_at	ENSMUSG00000020788	Atp2a3	[ATPase, Ca++ transporting, ubiquitous Gene [Source:MGI (curated);Acc:MGI:1194503]]	2.99300125292585e-06	0.00205474066571502	-2.97763074226768	0.126953252129959
1452338_s_at	ENSMUSG00000022957	Itsn1	[intersectin 1 (SH3 domain protein 1A) Gene [Source:MGI (curated);Acc:MGI:1338069]]	3.29187298688817e-05	0.00639942946472601	-1.94026430282736	0.260568699453674
1438439_at	ENSMUSG00000050075	Gpr171	[G protein-coupled receptor 171 Gene [Source:MGI Symbol;Acc:MGI:2442043]]	1.72399793834168e-06	0.00161987564619059	-1.88575676822097	0.270601779506968
1429284_at	ENSMUSG00000073910	Mobkl2b	[MOB1, Mps One Binder kinase activator-like 2B (yeast) Gene [Source:MGI (curated);Acc:MGI:2664539]]	7.54867874057441e-07	0.0010316756359959	-3.8151549003652	0.0710434325730893
1452616_s_at	ENSMUSG00000050852, ENSMUSG00000029911	RP23-323L8.3, Ssbp1	[], [single-stranded DNA binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1920040]]	5.45656028252113e-07	0.000972018047925934	-1.68244786837987	0.311553565269403
1450884_at	ENSMUSG00000002944	Cd36	[CD36 antigen Gene [Source:MGI Symbol;Acc:MGI:107899]]	1.49234051898957e-05	0.00422607276905439	-3.11739185227714	0.115231587286871
1435368_a_at	ENSMUSG00000026496	Parp1	[poly (ADP-ribose) polymerase family, member 1 Gene [Source:MGI Symbol;Acc:MGI:1340806]]	2.66598915775988e-06	0.00189327077788187	1.13846179945748	2.20146178285416
1435697_a_at	ENSMUSG00000026832	Cytip	[cytohesin 1 interacting protein Gene [Source:MGI (curated);Acc:MGI:2183535]]	3.26443523031511e-05	0.00637356248149098	-0.538586129750236	0.688445268827232
1422003_at	ENSMUSG00000047880	Cxcr5	[chemochine (C-X-C motif) receptor 5 Gene [Source:MGI Symbol;Acc:MGI:103567]]	3.6526539754033e-05	0.00664267528002678	1.3374647924219	2.52706853710995
1451867_x_at	ENSMUSG00000031355	Arhgap6	[Rho GTPase activating protein 6 Gene [Source:MGI (curated);Acc:MGI:1196332]]	4.26057986456917e-05	0.007066231584153	-3.39567634964966	0.0950166169082481
1426127_x_at	ENSMUSG00000079852	Klra4	[killer cell lectin-like receptor, subfamily A, member 4 Gene [Source:MGI (curated);Acc:MGI:101904]]	9.3292388926908e-07	0.00120216572371214	-5.00281554910031	0.031189072287274
1415758_at	ENSMUSG00000070733	Fryl	[furry homolog-like (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1919563]]	8.12206346762375e-05	0.00995416262101356	0.387062796577569	1.30772826914031
1447669_s_at	ENSMUSG00000021303	Gng4	[guanine nucleotide binding protein (G protein), gamma 4 Gene [Source:MGI (curated);Acc:MGI:102703]]	1.17021434846857e-05	0.00383319303817184	1.11799841800287	2.17045636373352
1455817_x_at	ENSMUSG00000073062	Zxdb	[zinc finger, X-linked, duplicated B Gene [Source:MGI (curated);Acc:MGI:3694898]]	7.27811166038143e-06	0.00312619156185584	-3.19732190678528	0.109021009782284
1419253_at	ENSMUSG00000005667	Mthfd2	[methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase Gene [Source:MGI (curated);Acc:MGI:1338850]]	7.31405536560172e-07	0.00103084753451251	-1.21879938846336	0.429640116205059
1451219_at	ENSMUSG00000026097	Ormdl1	[ORM1-like 1 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:2181669]]	1.6237518815682e-06	0.00155814539597037	-1.14381287007239	0.452561928800522
1428065_at	ENSMUSG00000057193	Slc44a2	[solute carrier family 44, member 2 Gene [Source:MGI Symbol;Acc:MGI:1915932]]	5.76383007101111e-05	0.008082449909025	-1.81260892682243	0.284675664204688
1418453_a_at	ENSMUSG00000026576	Atp1b1	[ATPase, Na+/K+ transporting, beta 1 polypeptide Gene [Source:MGI Symbol;Acc:MGI:88108]]	4.74197841271048e-05	0.00748328531855317	-2.8547703632191	0.138238333598034
1427008_at	ENSMUSG00000034177	Rnf43	[ring finger protein 43 Gene [Source:MGI (curated);Acc:MGI:2442609]]	1.58788586870133e-06	0.00155685305574562	-4.66723042859452	0.039357150210656
1422122_at	ENSMUSG00000005540	Fcer2a	[Fc receptor, IgE, low affinity II, alpha polypeptide Gene [Source:MGI Symbol;Acc:MGI:95497]]	6.65156482271362e-05	0.00891663095122458	2.33006759361101	5.02828907958202
1427341_at	ENSMUSG00000035919	Bbs9	[Bardet-Biedl syndrome 9 (human) Gene [Source:MGI (curated);Acc:MGI:2442833]]	4.61099323573406e-05	0.00740072618949615	-1.56808555363152	0.337255633308426
1431890_a_at	ENSMUSG00000089758, ENSMUSG00000028496	AL929524.1, Mllt3	[protein AF-9 isoform 2  [Source:RefSeq peptide;Acc:NP_084207]], [myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 Gene [Source:MGI (curated);Acc:MGI:1917372]]	5.68003608460556e-05	0.00805392703092324	-2.43856944215105	0.184466476088863
1428585_at	ENSMUSG00000015143	Actn1	[actinin, alpha 1 Gene [Source:MGI Symbol;Acc:MGI:2137706]]	3.25255449024318e-06	0.00205474066571502	-1.64466889752735	0.31981978641632
1426550_at	ENSMUSG00000022696	Sidt1	[SID1 transmembrane family, member 1 Gene [Source:MGI (curated);Acc:MGI:2443155]]	7.24755550481949e-06	0.00312619156185584	-5.13457021317767	0.0284669114868754
1441281_s_at	ENSMUSG00000037966	Ninj1	[ninjurin 1 Gene [Source:MGI (curated);Acc:MGI:1196617]]	4.58989932266531e-05	0.00739318033398314	0.610748460526673	1.52705122744725
1456429_at				3.48809433518625e-05	0.00657465928937395	-1.35895831881542	0.389863684770917
1428696_at	ENSMUSG00000039316	Rftn1	[raftlin lipid raft linker 1 Gene [Source:MGI (curated);Acc:MGI:1923688]]	2.81926501356011e-05	0.00590295747392515	0.976176778858418	1.96724518724846
1435343_at	ENSMUSG00000038608	Dock10	[dedicator of cytokinesis 10 Gene [Source:MGI Symbol;Acc:MGI:2146320]]	4.11249857064171e-05	0.00697284955016962	-1.62481793949147	0.324250804823174
1438075_at	ENSMUSG00000033319	Fem1c	[fem-1 homolog c (C.elegans) Gene [Source:MGI Symbol;Acc:MGI:2444737]]	2.52395020464096e-05	0.00574822209028423	-1.19288237001331	0.437428046648205
1451095_at	ENSMUSG00000029752	Asns	[asparagine synthetase Gene [Source:MGI (curated);Acc:MGI:1350929]]	3.685095608296e-05	0.00667475891685774	-1.38541398041477	0.382779645139902
1415936_at	ENSMUSG00000028121	Bcar3	[breast cancer anti-estrogen resistance 3 Gene [Source:MGI Symbol;Acc:MGI:1352501]]	1.30807545956739e-05	0.00401770155277337	0.743002472648499	1.67365535385786
1448230_at	ENSMUSG00000031826	Usp10	[ubiquitin specific peptidase 10 Gene [Source:MGI (curated);Acc:MGI:894652]]	1.22013355700065e-05	0.00387529884185116	-0.737748337534484	0.599674554478958
1423592_at	ENSMUSG00000020580	Rock2	[Rho-associated coiled-coil containing protein kinase 2 Gene [Source:MGI Symbol;Acc:MGI:107926]]	6.90484289396005e-05	0.00902606202426235	-1.40077838624639	0.378724750769398
1450330_at	ENSMUSG00000016529	Il10	[interleukin 10 Gene [Source:MGI (curated);Acc:MGI:96537]]	2.68662179961508e-06	0.00189327077788187	-2.93749326988351	0.130534831741941
1418003_at	ENSMUSG00000022018	1190002H23Rik	[RIKEN cDNA 1190002H23 gene Gene [Source:MGI Symbol;Acc:MGI:1913464]]	4.78068745150353e-05	0.00748918422965501	-4.57123142623712	0.0420651288535405
1452918_at	ENSMUSG00000057858	D19Ertd737e	[Uncharacterized protein C10orf84 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8C6C7]]	2.90520336236039e-05	0.00595579894753708	-1.38526689946275	0.382818671034467
1420653_at	ENSMUSG00000002603	Tgfb1	[transforming growth factor, beta 1 Gene [Source:MGI Symbol;Acc:MGI:98725]]	6.97697466961577e-05	0.00906709154204326	0.822159171517623	1.76805011907886
1416679_at	ENSMUSG00000028127	Abcd3	[ATP-binding cassette, sub-family D (ALD), member 3 Gene [Source:MGI (curated);Acc:MGI:1349216]]	4.41778368781467e-05	0.00721907471391774	-1.10502390787219	0.464894767158127
1426889_at	ENSMUSG00000031728	Zfp821	[zinc finger protein 821 Gene [Source:MGI Symbol;Acc:MGI:1923121]]	2.00596023994708e-05	0.00502336919660483	-1.33696590746104	0.3958522872688
1448417_at	ENSMUSG00000037966	Ninj1	[ninjurin 1 Gene [Source:MGI (curated);Acc:MGI:1196617]]	1.47743685269106e-05	0.00422607276905439	0.623884223173959	1.54101854442989
1454656_at	ENSMUSG00000021990	Spata13	[spermatogenesis associated 13 Gene [Source:MGI (curated);Acc:MGI:104838]]	1.27877713734606e-05	0.00397752604630654	1.93242920789121	3.8169735991176
1452946_a_at	ENSMUSG00000025978	Rftn2	[raftlin family member 2 Gene [Source:MGI (curated);Acc:MGI:1921263]]	1.43253732263021e-06	0.00150165474215954	-2.36803385743245	0.193709436677777
1449824_at	ENSMUSG00000006014	Prg4	[proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) Gene [Source:MGI (curated);Acc:MGI:1891344]]	1.20605549395926e-08	0.000181314362776855	-2.94331896338803	0.13000878668045
1423962_at	ENSMUSG00000038733	Wdr26	[WD repeat domain 26 Gene [Source:MGI (curated);Acc:MGI:1923825]]	6.90527653167569e-05	0.00902606202426235	0.374414078968761	1.29631297677369
1449198_a_at	ENSMUSG00000056091	St3gal5	[ST3 beta-galactoside alpha-2,3-sialyltransferase 5 Gene [Source:MGI Symbol;Acc:MGI:1339963]]	2.95450947297997e-08	0.000196629840033542	-4.8755615606299	0.0340651044216294
1435458_at	ENSMUSG00000024014	Pim1	[proviral integration site 1 Gene [Source:MGI Symbol;Acc:MGI:97584]]	5.46700009837192e-05	0.00782752925195783	1.01531814508277	2.02134859438387
1449079_s_at	ENSMUSG00000022747	St3gal6	[ST3 beta-galactoside alpha-2,3-sialyltransferase 6 Gene [Source:MGI (curated);Acc:MGI:1888707]]	3.36790402433298e-05	0.0064912751880958	1.58529360420842	3.0006885893598
1419279_at	ENSMUSG00000026737	Pip4k2a	[phosphatidylinositol-5-phosphate 4-kinase, type II, alpha Gene [Source:MGI (curated);Acc:MGI:1298206]]	7.3552918633015e-05	0.00918922488439781	-1.32552955945927	0.399002707305667
1429429_s_at	ENSMUSG00000051285	Pcmtd1	[protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:2441773]]	6.3157263603456e-06	0.00297793641366536	-1.83677222783777	0.279947416669901
1425983_x_at	ENSMUSG00000061436	Hipk2	[homeodomain interacting protein kinase 2 Gene [Source:MGI (curated);Acc:MGI:1314872]]	2.18483645002022e-05	0.00529775853399796	-2.55850769180195	0.169751038793375
1455172_at				6.73731669766395e-05	0.00893705059945124	-4.10199885801384	0.0582338229273563
1434005_at	ENSMUSG00000026970	Rbms1	[RNA binding motif, single stranded interacting protein 1 Gene [Source:MGI (curated);Acc:MGI:1861774]]	1.04111755233312e-05	0.003697278954943	-0.746420019964672	0.59608087050672
1418901_at	ENSMUSG00000056501	Cebpb	[CCAAT/enhancer binding protein (C/EBP), beta Gene [Source:MGI (curated);Acc:MGI:88373]]	1.45207805432087e-05	0.00421025640331817	-2.13276806548171	0.228019946004785
1454953_at	ENSMUSG00000052949	Rnf157	[ring finger protein 157 Gene [Source:MGI (curated);Acc:MGI:2442484]]	1.07177812214344e-05	0.00371832808359931	1.11773910869094	2.17006628200946
1423876_at	ENSMUSG00000033478	Fam160b1	[family with sequence similarity 160, member B1 Gene [Source:MGI Symbol;Acc:MGI:2147545]]	8.36169966151717e-06	0.00336715193244719	-1.0176170134164	0.493931535383848
1449773_s_at				2.61406863111888e-05	0.00579333544415995	1.39728679554999	2.63405742037196
1420196_s_at	ENSMUSG00000029192	Tbc1d14	[TBC1 domain family, member 14 Gene [Source:MGI (curated);Acc:MGI:1098708]]	1.98503144104571e-06	0.00169629668298566	-1.78077237895482	0.291027546816398
1420611_at	ENSMUSG00000005034	Prkacb	[protein kinase, cAMP dependent, catalytic, beta Gene [Source:MGI (curated);Acc:MGI:97594]]	1.40074473416187e-06	0.00150165474215954	-2.22479004455618	0.21392988737698
1438819_at				3.5760079249864e-06	0.00206771196698476	-3.27650261227985	0.103198749031176
1425607_at	ENSMUSG00000040820	Hlcs	[holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) Gene [Source:MGI Symbol;Acc:MGI:894646]]	4.65690442356701e-05	0.00744790944706722	0.532428833187128	1.44636215387227
1417654_at	ENSMUSG00000017009	Sdc4	[syndecan 4 Gene [Source:MGI (curated);Acc:MGI:1349164]]	2.85325099070017e-05	0.00590295747392515	0.435226982767933	1.35212354922594
1435127_a_at	ENSMUSG00000026096	Osgepl1	[O-sialoglycoprotein endopeptidase-like 1 Gene [Source:MGI (curated);Acc:MGI:1919335]]	1.69537230424104e-05	0.00449782272315149	-2.14051448673812	0.226798894511067
